delta_FPOGX,delta_FPOGY,delta_LPD,delta_RPD
0.0,0.0,0.0,0.0
-2.999999999997449e-05,-4.999999999999449e-05,0.0,-0.010889999999999844
7.999999999996898e-05,0.00018999999999999573,-0.026310000000002276,0.32402999999999693
0.00018000000000001348,0.00034000000000000696,0.06134000000000128,-0.20502999999999716
0.00019000000000002348,0.0005599999999999911,0.3087900000000019,0.20837999999999823
-1.0000000000010001e-05,0.0007100000000000023,-0.12028000000000105,0.6928100000000015
-1.0000000000010001e-05,0.0005899999999999933,0.04656999999999911,-0.15597999999999956
-2.0000000000020002e-05,0.00040000000000001146,-0.0033399999999979,-0.29166000000000025
6.0000000000004494e-05,0.0005099999999999966,0.18718999999999753,0.4479799999999976
-7.999999999996898e-05,0.0003500000000000031,-0.14395000000000024,-0.049389999999998935
-9.999999999998899e-05,0.00014000000000000123,0.2485500000000016,-0.001729999999998455
-2.0000000000020002e-05,0.00026999999999999247,0.17599999999999838,-1.2122300000000017
-1.0000000000010001e-05,-0.0002899999999999986,-0.09714999999999918,-0.02779999999999916
-1.0000000000010001e-05,0.00025999999999999635,-0.37898999999999816,0.04835999999999885
-4.999999999999449e-05,3.999999999999837e-05,-0.47227000000000174,0.27627000000000024
1.0000000000010001e-05,-3.999999999999837e-05,0.07682000000000144,0.4128299999999996
1.0000000000010001e-05,0.00010999999999999899,0.13154999999999717,-0.24513999999999925
-8.00000000000245e-05,0.00044000000000000983,0.10515000000000185,0.0823299999999989
-0.00010999999999999899,0.0005700000000000011,0.19760000000000133,0.008040000000001157
-8.999999999997899e-05,0.0006099999999999994,-0.28533000000000186,0.07592999999999961
-0.000140000000000029,0.00021999999999999797,0.3628299999999989,0.10923000000000016
-0.00019999999999997797,0.00028000000000000247,-0.1302299999999974,0.014189999999999259
-0.000250000000000028,-6.0000000000004494e-05,0.35327999999999804,0.08923000000000059
-0.00012999999999996348,-0.00023000000000000798,0.03885999999999967,0.3508999999999993
3.999999999998449e-05,-0.0003399999999999931,-0.1770700000000005,0.16524000000000072
2.0000000000020002e-05,-0.00038000000000000533,0.2519900000000028,0.25019999999999953
7.999999999996898e-05,-7.999999999999674e-05,-0.12443000000000026,-1.4051299999999998
-6.999999999995898e-05,0.0003999999999999976,0.0689700000000002,0.09243999999999986
-3.0000000000030003e-05,0.0007700000000000068,-0.3584700000000005,0.023620000000001085
-7.999999999996898e-05,0.0005000000000000004,-0.46392000000000166,0.2321099999999987
-1.0000000000010001e-05,0.0006499999999999978,0.21104000000000056,-0.043569999999999
-2.0000000000020002e-05,0.0006400000000000017,0.11104999999999876,0.15645999999999916
-7.00000000000145e-05,0.00025999999999999635,-0.22550999999999988,0.007319999999999993
-7.999999999996898e-05,9.999999999996123e-06,0.1178800000000031,0.0
-9.00000000000345e-05,-0.0001699999999999896,0.014219999999998123,-0.08485999999999905
-9.99999999995449e-06,-0.00038000000000000533,0.21032999999999902,0.27224000000000004
-7.00000000000145e-05,-0.0004699999999999982,-0.06294999999999717,-0.08850999999999942
-6.0000000000004494e-05,-0.0004699999999999982,0.0031699999999972306,0.02266999999999797
0.0,-0.0005900000000000072,0.06423000000000201,0.0007000000000019213
0.00012000000000000899,-0.0005499999999999949,0.01197999999999766,0.04566999999999766
0.00012999999999996348,-0.0003999999999999976,0.005150000000000432,-0.13014999999999688
